547.370712 123.597287
547.385981 124.589825
547.401249 124.903456
547.416518 124.576325
547.431786 123.093412
547.447055 121.373432
547.462323 118.862483
547.477592 116.041064
547.492861 112.502625
547.508129 108.792997
547.523398 104.970312
547.538666 100.852602
547.553935 96.482824
547.569203 92.373685
547.584472 88.057057
547.599740 83.814156
547.615009 79.551314
547.630277 75.957471
547.645546 72.446545
547.660814 69.087564
547.676083 58.641402
547.691351 56.665840
547.706620 55.292859
547.721888 54.595472
547.737157 54.119233
547.752426 54.441131
547.767694 62.055064
547.782963 63.544446
547.798231 65.809334
547.813500 68.362894
547.828768 71.534788
547.844037 75.098956
547.859305 78.635939
547.874574 82.747841
547.889842 86.635803
547.905111 90.911857
547.920379 95.204322
547.935648 99.496542
547.950916 103.616136
547.966185 107.649095
547.981453 111.479887
547.996722 114.900758
548.011991 117.977305
548.027259 120.603911
548.042528 122.705939
548.057796 124.038940
548.073065 124.918836
548.088333 124.627720
548.103602 123.762248
548.118870 122.227561
548.134139 120.023038
548.149407 117.255665
548.164676 114.022491
548.179944 110.318105
548.195213 106.356590
548.210481 102.284118
548.225750 97.953353
548.241019 93.498091
548.256287 89.220940
548.271556 84.892076
548.286824 80.516054
548.302093 76.456581
548.317361 72.596045
548.332630 69.407982
548.347898 66.376860
548.363167 63.590178
548.378435 61.512400
548.393704 59.993018
548.408972 59.234038
548.424241 59.090609
548.439509 59.755745
548.454778 61.075820
548.470046 62.917530
548.485315 65.706801
548.500584 68.810252
548.515852 72.018269
548.531121 75.723575
548.546389 79.820062
548.561658 84.363097
548.576926 88.624374
548.592195 93.032339
548.607463 97.527945
548.622732 101.855675
548.638000 106.110287
548.653269 110.082744
548.668537 113.833636
548.683806 117.173753
548.699074 120.147221
548.714343 122.513022
548.729612 124.216019
548.744880 125.199119
548.760149 125.461651
548.775417 124.735308
548.790686 123.489950
548.805954 121.495368
548.821223 118.921436
548.836491 115.892387
548.851760 112.368867
548.867028 108.266533
548.882297 104.117733
548.897565 99.678942
548.912834 95.306720
548.928102 90.801710
548.943371 86.447789
548.958639 82.039736
548.973908 77.669426
548.989177 73.662404
549.004445 69.872830
549.019714 66.553889
549.034982 63.720537
549.050251 61.399188
549.065519 59.678672
549.080788 58.683464
549.096056 58.275282
549.111325 58.834482
549.126593 60.034676
549.141862 62.133689
549.157130 64.480560
549.172399 67.684680
549.187667 70.842985
549.202936 74.614906
549.218205 79.080326
549.233473 83.376964
549.248742 87.793173
549.264010 92.133101
549.279279 96.670530
549.294547 101.174200
549.309816 105.685268
549.325084 109.638484
549.340353 113.526894
549.355621 117.134139
549.370890 120.101791
549.386158 122.617350
549.401427 124.554248
549.416695 125.499117
549.431964 126.022802
549.447232 125.454886
549.462501 124.266715
549.477770 122.417682
549.493038 119.716492
549.508307 116.739202
549.523575 113.155625
549.538844 109.249789
549.554112 105.118270
549.569381 100.761469
549.584649 96.048999
549.599918 91.729070
549.615186 87.250504
549.630455 82.662702
549.645723 78.427206
549.660992 74.356164
549.676260 70.493260
549.691529 66.855518
549.706797 63.990807
549.722066 61.506182
549.737335 59.589415
549.752603 58.679289
549.767872 58.224612
549.783140 58.610553
549.798409 59.783194
549.813677 61.750448
549.828946 64.022702
549.844214 67.195009
549.859483 70.557885
549.874751 74.438695
549.890020 78.742286
549.905288 83.058209
549.920557 87.362978
549.935825 92.098607
549.951094 96.658920
549.966363 101.106831
549.981631 105.613843
549.996900 109.614516
550.012168 113.579696
550.027437 117.222516
550.042705 120.298823
550.057974 122.929782
550.073242 124.778357
550.088511 125.988237
550.103779 126.303046
550.119048 125.814136
550.134316 124.627498
550.149585 122.681576
550.164853 120.143086
550.180122 117.135890
550.195390 113.510639
550.210659 109.690428
550.225928 105.234931
550.241196 100.736304
550.256465 96.278972
550.271733 91.706782
550.287002 87.143580
550.302270 82.402404
550.317539 77.985840
550.332807 74.045220
550.348076 70.286567
550.363344 66.868084
550.378613 63.712741
550.393881 61.014030
550.409150 59.288843
550.424418 58.290134
550.439687 57.896677
550.454956 58.346157
550.470224 59.319560
550.485493 61.355242
550.500761 63.844463
550.516030 67.040601
550.531298 70.589153
550.546567 74.549461
550.561835 78.996563
550.577104 83.240092
550.592372 87.902684
550.607641 92.467116
550.622909 96.778000
550.638178 101.343155
550.653446 105.795894
550.668715 110.111817
550.683983 114.112059
550.699252 117.649683
550.714521 120.749966
550.729789 123.482196
550.745058 125.492353
550.760326 126.611305
550.775595 126.807728
550.790863 126.350185
550.806132 125.035375
550.821400 122.987957
550.836669 120.434620
550.851937 117.059689
550.867206 113.382138
550.882474 109.258467
550.897743 104.946346
550.913011 100.576589
550.928280 95.813871
550.943549 91.123168
550.958817 86.778465
550.974086 82.061635
550.989354 77.702206
551.004623 73.461840
551.019891 69.456779
551.035160 66.225010
551.050428 62.904896
551.065697 60.725466
551.080965 58.906671
551.096234 58.054067
551.111502 57.596702
551.126771 58.341772
551.142039 59.728838
551.157308 61.542573
551.172576 64.233585
551.187845 67.653381
551.203114 71.149702
551.218382 75.103239
551.233651 79.488627
551.248919 83.967102
551.264188 88.554769
551.279456 93.273371
551.294725 97.935283
551.309993 102.531912
551.325262 107.044805
551.340530 111.313509
551.355799 115.224586
551.371067 118.783251
551.386336 121.890743
551.401604 124.171415
551.416873 126.027548
551.432141 127.154926
551.447410 127.163218
551.462679 126.376173
551.477947 124.847555
551.493216 122.683929
551.508484 119.769080
551.523753 116.350018
551.539021 112.538589
551.554290 108.430877
551.569558 104.075868
551.584827 99.402743
551.600095 94.834335
551.615364 90.068203
551.630632 85.245410
551.645901 80.683247
551.661169 76.034304
551.676438 71.928596
551.691707 68.255373
551.706975 64.714197
551.722244 61.871409
551.737512 59.723833
551.752781 58.017464
551.768049 57.101667
551.783318 57.142860
551.798586 57.955138
551.813855 59.726625
551.829123 61.980383
551.844392 64.725629
551.859660 68.142065
551.874929 72.088799
551.890197 76.300138
551.905466 80.672615
551.920734 85.491385
551.936003 90.001284
551.951272 94.797761
551.966540 99.676323
551.981809 104.283642
551.997077 108.780561
552.012346 112.986055
552.027614 116.761102
552.042883 120.182793
552.058151 123.129704
552.073420 125.329396
552.088688 126.961622
552.103957 127.695741
552.119225 127.407032
552.134494 126.478625
552.149762 124.600545
552.165031 122.043708
552.180300 118.970823
552.195568 115.184443
552.210837 111.222772
552.226105 106.755671
552.241374 102.270057
552.256642 97.639810
552.271911 92.712362
552.287179 88.006973
552.302448 83.165604
552.317716 78.748093
552.332985 74.365169
552.348253 70.139462
552.363522 66.687795
552.378790 63.475884
552.394059 60.654211
552.409327 58.438836
552.424596 57.410585
552.439865 56.748264
552.455133 57.187867
552.470402 58.484827
552.485670 60.234709
552.500939 63.224640
552.516207 66.081220
552.531476 69.799782
552.546744 73.728716
552.562013 78.133525
552.577281 82.783758
552.592550 87.420549
552.607818 92.374411
552.623087 97.162332
552.638355 101.871268
552.653624 106.368702
552.668892 110.828581
552.684161 114.980983
552.699430 118.699771
